City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
696,Almeirim,BR,-1.5233,-52.5817,72.93,95,100,1.07,moderate rain
697,Price,US,39.5994,-110.8107,31.26,59,0,8.05,clear sky
698,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,83,0,5.75,clear sky
699,Bagdarin,RU,54.4333,113.6,-6.0,73,14,3.51,few clouds
700,Commerce,US,34.0006,-118.1598,59.0,81,0,0.0,clear sky
701,Kyzyl-Suu,KG,42.3414,78.0056,28.04,70,79,3.94,broken clouds
702,Malyye Derbety,RU,47.9547,44.6808,24.91,78,13,10.49,few clouds
703,Hammerfest,NO,70.6634,23.6821,25.25,80,100,6.91,light snow
704,Kununurra,AU,-15.7667,128.7333,94.98,55,3,5.75,clear sky
705,Djenne,ML,13.9061,-4.5533,63.48,18,20,10.18,few clouds
